submission_id,submission_date,gender,age,geography,financial_situation,education,employment_status,submission_state,,can_children_observe_deterioration_of_basic_services_of_school,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_teachers_at_scheduled_class_hours
5.83E+15,20-03-2021,Female,26 to 35 years old,Rural,Prefer not to answer,University or college degree completed,"I work part-time, either as an employee or self-employed",Zulia,,1,No,Irregularly
4.67E+15,29-03-2021,Female,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Some secondary school / high school,I am a student and I work part-time,Zulia,,1,No,Irregularly
6.49E+15,13-03-2021,Male,16 to 25 years old,Rural,"I can afford food, but nothing else",Some university or college,I am a student and I work part-time,Zulia,,1,No,Irregularly
5.95E+15,13-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,I am unemployed,Zulia,,1,No,There are not enough
6.46E+15,28-03-2021,Female,Over 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Zulia,,1,No,There are not enough
6.75E+15,14-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Barinas,,1,No,Irregularly
6.35E+15,13-03-2021,Female,Over 45 years old,Rural,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Zulia,,1,No,There are not enough
6.66E+15,02-04-2021,Female,36 to 45 years old,Rural,Prefer not to answer,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Mérida,,1,No,There are not enough
5.64E+15,13-03-2021,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Post-graduate education,"I work full-time, either as an employee or self-employed",Bolívar,,0,No,There are enough
6.06E+15,24-03-2021,Male,36 to 45 years old,Rural,"I can afford food, but nothing else",Some secondary school / high school,"I work full-time, either as an employee or self-employed",Bolívar,,1,No,There are not enough
5.66E+15,29-03-2021,Male,16 to 25 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student,Bolívar,,1,No,Irregularly
4.89E+15,16-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Aragua,,1,No,There are enough
5.88E+15,13-03-2021,Female,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Aragua,,1,No,There are not enough
6.21E+15,17-03-2021,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Aragua,,1,No,Irregularly
5.10E+15,14-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Aragua,,1,No,There are not enough
5.33E+15,18-03-2021,Female,36 to 45 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Aragua,,1,No,There are not enough
6.69E+15,28-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Aragua,,1,No,Irregularly
4.59E+15,16-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,Prefer not to answer,Secondary school/ high school completed,I am a student,Aragua,,1,No,Irregularly
5.65E+15,14-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Aragua,,1,3 days,Irregularly
4.80E+15,15-03-2021,Male,36 to 45 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,None of the above,Aragua,,1,No,There are enough
5.16E+15,13-03-2021,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some university or college,"I do housework, fulfilling domestic tasks, looking after children",Aragua,,1,No,Irregularly
5.14E+15,13-03-2021,Female,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Technical school diploma or degree completed,I am unemployed,Aragua,,1,No,Irregularly
5.20E+15,13-03-2021,Female,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Aragua,,1,No,There are not enough
5.78E+15,14-03-2021,Male,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),I am unemployed,Anzoátegui,,1,No,Irregularly
4.67E+15,15-03-2021,Female,36 to 45 years old,Rural,I cannot afford enough food for my family,University or college degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,,1,No,Irregularly
5.11E+15,01-04-2021,Male,26 to 35 years old,Rural,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Anzoátegui,,1,No,There are enough
6.35E+15,13-03-2021,Male,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Anzoátegui,,1,No,There are not enough
5.73E+15,14-03-2021,Female,Over 45 years old,Rural,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Anzoátegui,,1,No,Irregularly
5.88E+15,13-03-2021,Female,36 to 45 years old,Rural,I cannot afford enough food for my family,University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Anzoátegui,,1,No,There are not enough
6.67E+15,13-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,,1,No,There are enough
4.75E+15,15-03-2021,Male,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Some secondary school / high school,"I work part-time, either as an employee or self-employed",Anzoátegui,,1,No,There are not enough
5.98E+15,16-03-2021,Female,Over 45 years old,Rural,"I can afford food, but nothing else",Some university or college,I am unemployed,Anzoátegui,,1,No,Irregularly
5.97E+15,18-03-2021,Female,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,,1,No,Irregularly
6.60E+15,15-03-2021,Female,Over 45 years old,Rural,I cannot afford enough food for my family,University or college degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,,0,No,There are enough
5.00E+15,17-03-2021,Male,26 to 35 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Anzoátegui,,1,No,Irregularly
5.64E+15,13-03-2021,Female,26 to 35 years old,Rural,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Táchira,,1,No,There are not enough
4.54E+15,13-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Technical school diploma or degree completed,I am unemployed,Anzoátegui,,1,No,There are enough
4.99E+15,26-03-2021,Male,26 to 35 years old,Rural,I cannot afford enough food for my family,Technical school diploma or degree completed,I am a student,Anzoátegui,,1,No,There are enough
6.68E+15,29-04-2021,Female,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Táchira,,0,No,Irregularly
6.74E+15,26-03-2021,Male,26 to 35 years old,Rural,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Anzoátegui,,1,No,Irregularly
5.68E+15,13-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,,1,Every day,There are enough
5.62E+15,13-03-2021,Male,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Táchira,,1,No,There are not enough
4.80E+15,13-03-2021,Male,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Táchira,,1,No,There are not enough
6.56E+15,13-03-2021,Female,16 to 25 years old,Rural,"I can afford food, but nothing else",Technical school diploma or degree completed,I am a student and I work part-time,Anzoátegui,,1,No,Irregularly
6.52E+15,13-03-2021,Male,16 to 25 years old,Rural,"I can afford food, but nothing else",Primary school completed,I am a student,Anzoátegui,,1,No,There are not enough
5.26E+15,21-03-2021,Male,16 to 25 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Anzoátegui,,1,No,Irregularly
6.07E+15,16-03-2021,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Anzoátegui,,1,No,There are not enough
4.80E+15,13-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,,0,No,There are not enough
